cell	cell_type
S5_bcENNS	Erythrocyte2
S5_bcEOEF	Erythrocyte2
S5_bcEOFQ	FLB5
S5_bcEOIS	FLB5
S5_bcEPDH	Erythrocyte1
S5_bcEPLY	Macrophage
S5_bcEPQS	FLB5
S5_bcEQSK	Macrophage
S5_bcEQUQ	Erythrocyte2
S5_bcERAR	FLB4
S5_bcERAY	Macrophage
S5_bcERDV	FLB5
S5_bcESDB	Macrophage
S5_bcESLR	FLB5
S5_bcESNV	Macrophage
S5_bcETGP	Macrophage
S5_bcETVV	BasalWE
S5_bcEUAC	Erythrocyte2
S5_bcEUAY	Macrophage
S5_bcEUDS	FLB4
S5_bcEUZX	Macrophage
S5_bcEVFW	Erythrocyte2
S5_bcEVUN	BasalWE
S5_bcEVZT	Erythrocyte1
S5_bcEWIH	Macrophage
S5_bcEWOV	FLB5
S5_bcEWWV	FLB4
S5_bcEXGW	FLB5
S5_bcEXMD	FLB5
S5_bcEXQB	FLB5
S5_bcEYIU	Erythrocyte2
S5_bcEZEG	Endothelial
S5_bcEZFO	Erythrocyte2
S5_bcEZTB	Erythrocyte2
S5_bcFANS	Macrophage
S5_bcFAQM	Macrophage
S5_bcFAWZ	BasalWE
S5_bcFBTJ	Macrophage
S5_bcFBWL	BasalWE
S5_bcFCXU	Tcell
S5_bcFDAW	FLB5
S5_bcFDSU	Macrophage
S5_bcFDZB	FLB5
S5_bcFEKD	BasalWE
S5_bcFEMG	Erythrocyte2
S5_bcFEXR	BasalWE
S5_bcFFFZ	BasalWE
S5_bcFFKN	Erythrocyte1
S5_bcFFUF	Tcell
S5_bcFFZJ	FLB5
S5_bcFGGD	Tcell
S5_bcFGPX	Tcell
S5_bcFHIR	MyogenicBlastema
S5_bcFHOP	BasalWE
S5_bcFHSH	Erythrocyte2
S5_bcFHYS	Macrophage
S5_bcFIUR	BasalWE
S5_bcFIVV	FLB3
S5_bcFJAK	Macrophage
S5_bcFJEF	FLB5
S5_bcFJHU	FLB4
S5_bcFJOC	EarlyB
S5_bcFJQQ	FLB5
S5_bcFJUV	FLB5
S5_bcFKFE	Erythrocyte1
S5_bcFKOK	BasalWE
S5_bcFKSY	Erythrocyte1
S5_bcFLSX	BasalWE
S5_bcFMML	Erythrocyte2
S5_bcFNTX	Macrophage
S5_bcFORX	Erythrocyte1
S5_bcFPAI	Macrophage
S5_bcFPCZ	Erythrocyte2
S5_bcFPDL	Erythrocyte2
S5_bcFPHT	Macrophage
S5_bcFPNI	Erythrocyte2
S5_bcFPXZ	Erythrocyte1
S5_bcFQIU	BasalWE
S5_bcFQTN	FLB5
S5_bcFQUP	Macrophage
S5_bcFQZE	FLB5
S5_bcFSGA	FLB5
S5_bcFSPD	Erythrocyte2
S5_bcFSPY	Erythrocyte2
S5_bcFSSL	Erythrocyte2
S5_bcFTGD	FLB5
S5_bcFTKM	Macrophage
S5_bcFTSR	FLB5
S5_bcFUFD	Erythrocyte1
S5_bcFUGJ	Tcell
S5_bcFUJK	FLB5
S5_bcFUNR	FLB5
S5_bcFUYK	Erythrocyte2
S5_bcFVKS	FLB5
S5_bcFVRL	Erythrocyte2
S5_bcFWRF	BasalWE
S5_bcFWTH	Endothelial
S5_bcFXJF	BasalWE
S5_bcFXXO	Tcell
S5_bcFYAM	Erythrocyte2
S5_bcFYEB	Erythrocyte2
S5_bcFYEX	Macrophage
S5_bcFYPU	Erythrocyte1
S5_bcFYTN	Macrophage
S5_bcFZMM	Tcell
S5_bcFZZM	Erythrocyte2
S5_bcGAAU	Macrophage
S5_bcGADS	Erythrocyte2
S5_bcGAGB	Erythrocyte2
S5_bcGART	Erythrocyte2
S5_bcGASZ	EarlyB
S5_bcGBDL	Macrophage
S5_bcGBMC	Neutro
S5_bcGBTQ	FLB5
S5_bcGBXJ	FLB5
S5_bcGBZR	Erythrocyte2
S5_bcGCKT	Neutro
S5_bcGCMZ	Macrophage
S5_bcGCRI	Erythrocyte1
S5_bcGCUW	FLB5
S5_bcGCUZ	FLB5
S5_bcGCZD	Erythrocyte2
S5_bcGCZH	Erythrocyte2
S5_bcGDHU	Endothelial
S5_bcGDUQ	Erythrocyte2
S5_bcGEBM	Macrophage
S5_bcGFTW	Erythrocyte2
S5_bcGGCN	Erythrocyte2
S5_bcGGFG	Erythrocyte2
S5_bcGGHP	Erythrocyte2
S5_bcGGIJ	Erythrocyte2
S5_bcGGNZ	Macrophage
S5_bcGGQT	Erythrocyte1
S5_bcGGRS	Erythrocyte2
S5_bcGGWV	FLB5
S5_bcGHAK	Macrophage
S5_bcGHIU	Tcell
S5_bcGHVF	Erythrocyte1
S5_bcGIJM	FLB5
S5_bcGIKJ	Macrophage
S5_bcGIMZ	FLB4
S5_bcGIZR	Erythrocyte1
S5_bcGJAJ	Macrophage
S5_bcGJBP	Erythrocyte2
S5_bcGJRS	FLB5
S5_bcGJVE	Macrophage
S5_bcGKAJ	Erythrocyte1
S5_bcGKEV	Macrophage
S5_bcGKLC	Erythrocyte1
S5_bcGKVI	Neutro
S5_bcGKVZ	FLB5
S5_bcGKWN	Macrophage
S5_bcGKXR	Erythrocyte2
S5_bcGLJN	Macrophage
S5_bcGLJZ	FLB5
S5_bcGLMJ	FLB4
S5_bcGLVU	Tcell
S5_bcGMUU	FLB5
S5_bcGMWH	Macrophage
S5_bcGNDH	BasalWE
S5_bcGNKD	Macrophage
S5_bcGPHO	Erythrocyte2
S5_bcGPJN	BasalWE
S5_bcGQSR	Erythrocyte2
S5_bcGQUO	FLB4
S5_bcGQXG	FLB5
S5_bcGRAF	FLB5
S5_bcGRLW	Erythrocyte1
S5_bcGRQK	BasalWE
S5_bcGSEU	Erythrocyte2
S5_bcGSHN	Erythrocyte2
S5_bcGSHS	Erythrocyte2
S5_bcGSLX	Erythrocyte2
S5_bcGSPF	FLB5
S5_bcGSXG	FLB5
S5_bcGTID	Macrophage
S5_bcGTJK	EarlyB
S5_bcGTTD	Erythrocyte2
S5_bcGTTS	Macrophage
S5_bcGTVY	Erythrocyte2
S5_bcGTXH	Neutro
S5_bcGUAE	Erythrocyte2
S5_bcGUQF	Erythrocyte1
S5_bcGWAK	Erythrocyte2
S5_bcGWBI	Neutro
S5_bcGWIW	Macrophage
S5_bcGWMH	Erythrocyte2
S5_bcGWPC	Erythrocyte2
S5_bcGXAN	FLB5
S5_bcGXDK	Erythrocyte1
S5_bcGXEH	Macrophage
S5_bcGXFJ	Macrophage
S5_bcGXLY	FLB5
S5_bcGYGI	Macrophage
S5_bcGYQH	Tcell
S5_bcGZFV	FLB5
S5_bcGZLX	Erythrocyte2
S5_bcGZQZ	FLB5
S5_bcGZTB	FLB5
S5_bcGZZU	Endothelial
S5_bcHAFU	Erythrocyte2
S5_bcHAWR	FLB5
S5_bcHBQR	Neutro
S5_bcHCAM	Erythrocyte2
S5_bcHCIG	FLB5
S5_bcHDDL	FLB5
S5_bcHDOH	Erythrocyte2
S5_bcHDRE	Erythrocyte2
S5_bcHEFL	FLB5
S5_bcHFKO	FLB5
S5_bcHFUE	FLB4
S5_bcHFZR	BasalWE
S5_bcHGEI	Macrophage
S5_bcHGJO	Macrophage
S5_bcHHBB	Macrophage
S5_bcHHHI	FLB5
S5_bcHIIE	Erythrocyte1
S5_bcHIOK	Macrophage
S5_bcHJAO	FLB5
S5_bcHJCH	Tcell
S5_bcHKAF	FLB5
S5_bcHKDB	Erythrocyte1
S5_bcHKMW	Erythrocyte1
S5_bcHKYR	Macrophage
S5_bcHLLE	Erythrocyte2
S5_bcHLQG	Erythrocyte1
S5_bcHLUX	Erythrocyte2
S5_bcHLVI	FLB5
S5_bcHMBR	BasalWE
S5_bcHMKX	Neutro
S5_bcHMLQ	Erythrocyte2
S5_bcHMLU	Erythrocyte1
S5_bcHMMP	Macrophage
S5_bcHODV	FLB5
S5_bcHOEO	Macrophage
S5_bcHONL	Macrophage
S5_bcHOQU	Tcell
S5_bcHPLL	Erythrocyte2
S5_bcHPXG	FLB5
S5_bcHRDR	Erythrocyte2
S5_bcHRPK	Erythrocyte2
S5_bcHSEB	Macrophage
S5_bcHSKV	Erythrocyte1
S5_bcHSLE	Erythrocyte2
S5_bcHSZY	FLB5
S5_bcHTAI	FLB5
S5_bcHTLD	FLB5
S5_bcHTSB	FLB5
S5_bcHUNV	Macrophage
S5_bcHUUD	Endothelial
S5_bcHUWQ	Erythrocyte2
S5_bcHVJH	Macrophage
S5_bcHVRM	Macrophage
S5_bcHWDF	FLB5
S5_bcHWIR	FLB5
S5_bcHWSC	FLB5
S5_bcHWSN	Erythrocyte1
S5_bcHWXK	FLB5
S5_bcHXAF	Erythrocyte2
S5_bcHYBE	Erythrocyte2
S5_bcHYNH	Erythrocyte2
S5_bcHYON	FLB5
S5_bcHYOP	FLB5
S5_bcHYRS	FLB5
S5_bcHZCB	Erythrocyte1
S5_bcHZNU	Erythrocyte2
S5_bcHZOS	Macrophage
S5_bcHZXE	Erythrocyte1
S5_bcIABN	Erythrocyte2
S5_bcIAKV	Erythrocyte2
S5_bcIATZ	Erythrocyte2
S5_bcIAZY	Erythrocyte1
S5_bcICEX	Erythrocyte2
S5_bcICKX	FLB5
S5_bcIDFK	Erythrocyte2
S5_bcIDPI	Erythrocyte2
S5_bcIDRN	EarlyB
S5_bcIEMY	Erythrocyte2
S5_bcIFRF	Erythrocyte2
S5_bcIFSZ	FLB4
S5_bcIGHL	Tcell
S5_bcIGMR	Macrophage
S5_bcIHBU	Erythrocyte2
S5_bcIHHN	Neutro
S5_bcIHMS	Tcell
S5_bcIIDI	FLB5
S5_bcIIUS	Erythrocyte1
S5_bcIIXI	FLB5
S5_bcIJAW	Erythrocyte2
S5_bcIJVQ	Erythrocyte1
S5_bcIJZM	FLB5
